date,from,value_m3
2021-08-26,United Kingdom,15526244.062527753
2021-08-27,Algeria,58891416.73328004
2021-08-27,Azerbaijan,28665017.053024247
2021-08-27,Libya,8772305.089261923
2021-08-27,LNG,205031446.6560085
2021-08-27,Morocco,17423363.62021494
2021-08-27,Norway,234862446.30073717
2021-08-27,Russia,407476038.7876366
2021-08-27,United Kingdom,14644133.351096896
2021-08-28,Algeria,59719214.850341946
2021-08-28,Azerbaijan,28672759.92539302
2021-08-28,Libya,7321709.121591616
2021-08-28,LNG,140347738.6179945
2021-08-28,Morocco,16827834.443556264
2021-08-28,Norway,235481271.8536282
2021-08-28,Russia,409275437.98676616
2021-08-28,United Kingdom,16579496.935784705
2021-08-29,Algeria,59689297.89501731
2021-08-29,Azerbaijan,29252925.12656541
2021-08-29,Libya,7315655.031530331
2021-08-29,LNG,148201198.51674217
2021-08-29,Morocco,16720308.375521803
2021-08-29,Norway,235518919.47775114
2021-08-29,Russia,409616171.59605646
2021-08-29,United Kingdom,14942238.546940226
2021-08-30,Algeria,60816245.13722356
2021-08-30,Azerbaijan,28278901.856292743
2021-08-30,Libya,9246560.44053646
2021-08-30,LNG,183109023.48343548
2021-08-30,Morocco,17457482.45847766
2021-08-30,Norway,236452416.50235367
2021-08-30,Russia,410175158.8062883
2021-08-30,United Kingdom,18870775.19317879
2021-08-31,Algeria,70105567.4571454
2021-08-31,Azerbaijan,23537715.871747047
2021-08-31,Libya,6328956.035171863
2021-08-31,LNG,209222537.25908163
2021-08-31,Morocco,17584652.72226663
2021-08-31,Norway,238486911.1111111
2021-08-31,Russia,406655545.8099298
2021-08-31,United Kingdom,19639228.252953194
2021-09-01,Algeria,69621754.77395861
2021-09-01,Azerbaijan,26534842.703614887
2021-09-01,Libya,9766399.147348788
2021-09-01,LNG,202561519.89519495
2021-09-01,Morocco,20487857.44737543
2021-09-01,Norway,236700749.95115018
2021-09-01,Russia,367812042.75530684
2021-09-01,United Kingdom,12898647.135624833
2021-09-02,Algeria,68855659.20596856
2021-09-02,Azerbaijan,25252296.38511413
2021-09-02,Libya,8792631.050714983
2021-09-02,LNG,197393971.9779732
2021-09-02,Morocco,21876391.597832844
2021-09-02,Norway,230126604.09450218
2021-09-02,Russia,368828100.3099742
2021-09-02,United Kingdom,13643702.371436186
2021-09-03,Algeria,68298933.38662404
2021-09-03,Azerbaijan,25500107.82485123
2021-09-03,Libya,7821205.3468336435
2021-09-03,LNG,191147315.38324896
2021-09-03,Morocco,21070979.749533705
2021-09-03,Norway,225241535.9356959
2021-09-03,Russia,369446406.1639577
2021-09-03,United Kingdom,13112306.243893774
2021-09-04,Algeria,69962770.84998667
2021-09-04,Azerbaijan,25042897.59303668
2021-09-04,Libya,5882184.119371169
2021-09-04,LNG,164507437.18802735
2021-09-04,Morocco,20454772.4487077
2021-09-04,Norway,218010830.97077894
2021-09-04,Russia,368935077.71560526
2021-09-04,United Kingdom,9780418.420818899
2021-09-05,Algeria,70767949.72910559
2021-09-05,Azerbaijan,25507406.963318232
2021-09-05,Libya,5392769.606536993
2021-09-05,LNG,149840134.372502
2021-09-05,Morocco,20101177.0139444
2021-09-05,Norway,219362944.05364597
2021-09-05,Russia,380753395.7003286
2021-09-05,United Kingdom,9263754.063415933
2021-09-06,Algeria,71881984.98978594
2021-09-06,Azerbaijan,25005154.987121414
2021-09-06,Libya,8299970.334843236
2021-09-06,LNG,193490716.1026734
2021-09-06,Morocco,21025487.876365572
2021-09-06,Norway,218663940.5453415
2021-09-06,Russia,350533127.3691269
2021-09-06,United Kingdom,12441190.425437428
2021-09-07,Algeria,54235453.50386357
2021-09-07,Azerbaijan,23146910.560440537
2021-09-07,Libya,8273755.928590461
2021-09-07,LNG,193728392.7613465
2021-09-07,Morocco,20739096.27853273
2021-09-07,Norway,216035633.5553779
2021-09-07,Russia,371713866.3063327
2021-09-07,United Kingdom,11672256.683542054
2021-09-08,Algeria,53182699.70690115
2021-09-08,Azerbaijan,19750505.99520384
2021-09-08,Libya,8276730.526689759
2021-09-08,LNG,196089843.35198507
2021-09-08,Morocco,20683265.387689847
2021-09-08,Norway,216566678.69260147
2021-09-08,Russia,365544644.12470025
2021-09-08,United Kingdom,11913682.387423396
2021-09-09,Algeria,53730552.62456701
2021-09-09,Azerbaijan,18880505.906386003
2021-09-09,Libya,8287079.491961986
2021-09-09,LNG,224474201.8207656
2021-09-09,Morocco,21829865.88506972
2021-09-09,Norway,229402542.12629896
2021-09-09,Russia,365525437.96074253
2021-09-09,United Kingdom,11739945.110578204
2021-09-10,Algeria,52719604.84945376
2021-09-10,Azerbaijan,18315263.52251532
2021-09-10,Libya,8279258.193445244
2021-09-10,LNG,228733737.01039168
2021-09-10,Morocco,22319936.761701748
2021-09-10,Norway,225416267.9278799
2021-09-10,Russia,374485366.9064748
2021-09-10,United Kingdom,15041615.60529354
2021-09-11,Algeria,55294070.78781419
2021-09-11,Azerbaijan,19089290.16786571
2021-09-11,Libya,6816741.184829914
2021-09-11,LNG,173854731.0240696
2021-09-11,Morocco,19855107.64721556
2021-09-11,Norway,229143702.03392842
2021-09-11,Russia,369959765.3246291
2021-09-11,United Kingdom,19056856.399324987
2021-09-12,Algeria,56775567.90123457
2021-09-12,Azerbaijan,18648039.07984723
2021-09-12,Libya,5828623.945288214
2021-09-12,LNG,151186993.1166178
2021-09-12,Morocco,19412596.41175948
2021-09-12,Norway,227191371.28519407
2021-09-12,Russia,367019064.4817479
2021-09-12,United Kingdom,12624126.423305798
2021-09-13,Algeria,52772179.944932945
2021-09-13,Azerbaijan,19829606.18172129
2021-09-13,Libya,7309416.822097877
2021-09-13,LNG,199909806.6080469
2021-09-13,Morocco,20910724.487077005
2021-09-13,Norway,189832834.10604846
2021-09-13,Russia,367852586.37134737
2021-09-13,United Kingdom,35672394.28901323
2021-09-14,Algeria,51341381.383781865
2021-09-14,Azerbaijan,22103207.74491518
2021-09-14,Libya,6810942.801314504
2021-09-14,LNG,202320707.93143263
2021-09-14,Morocco,23052975.21982414
2021-09-14,Norway,190482921.36068922
2021-09-14,Russia,385081720.0371259
2021-09-14,United Kingdom,13717147.073452348
2021-09-15,Algeria,53243094.32454036
2021-09-15,Azerbaijan,25929549.69357847
2021-09-15,Libya,6852877.253752553
2021-09-15,LNG,212855752.54463094
2021-09-15,Morocco,22751075.051070254
2021-09-15,Norway,186977978.85247356
2021-09-15,Russia,400810256.77235985
2021-09-15,United Kingdom,15427318.41193712
2021-09-16,Algeria,52467618.34976463
2021-09-16,Azerbaijan,25417976.019184653
2021-09-16,Libya,6849686.91713296
2021-09-16,LNG,198301735.85575983
2021-09-16,Morocco,21506253.663735677
2021-09-16,Norway,191533001.1191047
2021-09-16,Russia,401353894.92850167
2021-09-16,United Kingdom,18817141.753264055
2021-09-17,Algeria,56438816.41353583
2021-09-17,Azerbaijan,25776818.18989253
2021-09-17,Libya,6862474.4648725465
2021-09-17,LNG,181447894.59987566
2021-09-17,Morocco,19097255.44009237
2021-09-17,Norway,230387135.83337772
2021-09-17,Russia,400128867.529976
2021-09-17,United Kingdom,12229843.947064571
2021-09-18,Algeria,57690546.22968292
2021-09-18,Azerbaijan,25754493.915978327
2021-09-18,Libya,5404877.076116884
2021-09-18,LNG,121364698.53450572
2021-09-18,Morocco,18557557.15427658
2021-09-18,Norway,227199332.73825383
2021-09-18,Russia,399984185.55013764
2021-09-18,United Kingdom,11090584.33253397
2021-09-19,Algeria,58942684.16378008
2021-09-19,Azerbaijan,25224345.679012343
2021-09-19,Libya,5384211.119992894
2021-09-19,LNG,127880560.7425171
2021-09-19,Morocco,20031905.409006126
2021-09-19,Norway,229516330.269118
2021-09-19,Russia,405286316.05337954
2021-09-19,United Kingdom,10131416.200373035
2021-09-20,Algeria,62191114.13091748
2021-09-20,Azerbaijan,25961929.034550138
2021-09-20,Libya,8778539.479527488
2021-09-20,LNG,175377778.89688247
2021-09-20,Morocco,20853859.756639134
2021-09-20,Norway,224004392.574829
2021-09-20,Russia,401437093.76676434
2021-09-20,United Kingdom,12877134.345856648
2021-09-21,Algeria,62201265.92059685
2021-09-21,Azerbaijan,26773099.298339102
2021-09-21,Libya,7791610.089706013
2021-09-21,LNG,150849785.02531308
2021-09-21,Morocco,20900385.469402257
2021-09-21,Norway,217702772.37765342
2021-09-21,Russia,411517672.4273914
2021-09-21,United Kingdom,13737155.608846257
2021-09-22,Algeria,57566768.62954081
2021-09-22,Azerbaijan,26443219.557687186
2021-09-22,Libya,7789945.377031708
2021-09-22,LNG,160282030.35793588
2021-09-22,Morocco,20721519.939603873
2021-09-22,Norway,223148017.79909405
2021-09-22,Russia,414229277.2892797
2021-09-22,United Kingdom,18564841.12265743
2021-09-23,Algeria,59271505.195843324
2021-09-23,Azerbaijan,27515495.15942801
2021-09-23,Libya,7786458.122390976
2021-09-23,LNG,149755974.51816323
2021-09-23,Morocco,20620197.264410693
2021-09-23,Norway,230516576.0333955
2021-09-23,Russia,410555290.049738
2021-09-23,United Kingdom,16902134.452438053
2021-09-24,Algeria,59010510.70254907
2021-09-24,Azerbaijan,27551456.790123455
2021-09-24,Libya,7796492.228439471
2021-09-24,LNG,164623664.7570832
2021-09-24,Morocco,20687401.012523316
2021-09-24,Norway,235983441.88649082
2021-09-24,Russia,411212192.64588326
2021-09-24,United Kingdom,40553992.521538325
2021-09-25,Algeria,59093056.31050715
2021-09-25,Azerbaijan,27761586.997069012
2021-09-25,Libya,6374580.424549249
2021-09-25,LNG,134700304.84945375
2021-09-25,Morocco,20023634.159339193
2021-09-25,Norway,240067953.98347986
2021-09-25,Russia,407593655.38680166
2021-09-25,United Kingdom,49397305.275779374
2021-09-26,Algeria,59875558.308908425
2021-09-26,Azerbaijan,29214070.254907183
2021-09-26,Libya,7322028.510524913
2021-09-26,LNG,122760330.13589129
2021-09-26,Morocco,20075329.42534861
2021-09-26,Norway,240227708.34887645
2021-09-26,Russia,404782781.2336798
2021-09-26,United Kingdom,67679846.97575273
2021-09-27,Algeria,57779625.98809841
2021-09-27,Azerbaijan,27308926.725286435
2021-09-27,Libya,6848376.854072298
2021-09-27,LNG,153091967.17292833
2021-09-27,Morocco,20703943.51185718
2021-09-27,Norway,240511917.0796696
2021-09-27,Russia,397305231.6369127
2021-09-27,United Kingdom,69890116.21813661
2021-09-28,Algeria,58705831.42374988
2021-09-28,Azerbaijan,29856775.290878408
2021-09-28,Libya,8285848.032684963
2021-09-28,LNG,174485054.09894305
2021-09-28,Morocco,20962419.753086414
2021-09-28,Norway,239064586.2954081
2021-09-28,Russia,356903201.1723954
2021-09-28,United Kingdom,66063775.36193268
2021-09-29,Algeria,58757248.77875477
2021-09-29,Azerbaijan,29421863.93107736
2021-09-29,Libya,6824998.490096811
2021-09-29,LNG,160021786.13553602
2021-09-29,Morocco,20988267.34168221
2021-09-29,Norway,220375839.11093348
2021-09-29,Russia,385510949.64028776
2021-09-29,United Kingdom,74688308.61532995
2021-09-30,Algeria,58909491.25144329
2021-09-30,Azerbaijan,29920209.965361044
2021-09-30,Libya,6818843.6806110665
2021-09-30,LNG,173752759.60564882
2021-09-30,Morocco,23841844.56878941
2021-09-30,Norway,237286546.63433698
2021-09-30,Russia,382012603.4283684
2021-09-30,United Kingdom,75818273.07043254
2021-10-01,Algeria,79780890.48760991
2021-10-01,Azerbaijan,29220768.18545164
2021-10-01,Libya,6818426.503241851
2021-10-01,LNG,200541379.46531662
2021-10-01,Morocco,21877425.437427834
2021-10-01,Norway,231066591.42907894
2021-10-01,Russia,339159110.81978863
2021-10-01,United Kingdom,74898093.04556353
2021-10-02,Algeria,82046590.72741807
2021-10-02,Azerbaijan,28163924.771294076
2021-10-02,Libya,5845398.969713118
2021-10-02,LNG,143151981.4104272
2021-10-02,Morocco,18194656.630251355
2021-10-02,Norway,228040449.39159784
2021-10-02,Russia,335062217.9163336
2021-10-02,United Kingdom,57297601.1812772
2021-10-03,Algeria,81353004.08562039
2021-10-03,Azerbaijan,27647528.19966249
2021-10-03,Libya,5851993.249844569
2021-10-03,LNG,138849552.8910205
2021-10-03,Morocco,19278188.826716404
2021-10-03,Norway,229723116.6977529
2021-10-03,Russia,333354446.8167688
2021-10-03,United Kingdom,59294752.375877075
2021-10-04,Algeria,22475244.160227373
2021-10-04,Azerbaijan,25372211.830535572
2021-10-04,Libya,7334504.574118483
2021-10-04,LNG,149120065.63637978
2021-10-04,Morocco,21917747.757349674
2021-10-04,Norway,232149795.62749797
2021-10-04,Russia,338801574.6105338
2021-10-04,United Kingdom,45910517.63034017
2021-10-05,Algeria,83288269.02922107
2021-10-05,Azerbaijan,26123916.955324627
2021-10-05,Libya,8269117.861266542
2021-10-05,LNG,195180608.33999467
2021-10-05,Morocco,15985202.060573762
2021-10-05,Norway,232178334.16822097
2021-10-05,Russia,344166516.5573319
2021-10-05,United Kingdom,51298866.40021317
2021-10-06,Algeria,83790621.19193533
2021-10-06,Azerbaijan,27187104.893862687
2021-10-06,Libya,7789384.758859579
2021-10-06,LNG,211442544.85300648
2021-10-06,Morocco,11629361.133315569
2021-10-06,Norway,233621622.13340437
2021-10-06,Russia,363011321.0792255
2021-10-06,United Kingdom,35285732.87148059
2021-10-07,Algeria,83700792.52153832
2021-10-07,Azerbaijan,27196590.10569322
2021-10-07,Libya,7782399.058530953
2021-10-07,LNG,227974671.4717115
2021-10-07,Morocco,11640734.079403143
2021-10-07,Norway,234683632.08100188
2021-10-07,Russia,362890421.6995293
2021-10-07,United Kingdom,41667754.70290434
2021-10-08,Algeria,83645973.62110311
2021-10-08,Azerbaijan,29094592.414956924
2021-10-08,Libya,6807594.368949285
2021-10-08,LNG,231671862.9896083
2021-10-08,Morocco,11596276.223465672
2021-10-08,Norway,234375239.72821742
2021-10-08,Russia,368402903.95239365
2021-10-08,United Kingdom,48662459.685584866
2021-10-09,Algeria,83408959.2326139
2021-10-09,Azerbaijan,29578510.88018474
2021-10-09,Libya,5837060.129674038
2021-10-09,LNG,164430698.31246114
2021-10-09,Morocco,15947981.437072564
2021-10-09,Norway,235353908.95283774
2021-10-09,Russia,359237174.4559908
2021-10-09,United Kingdom,45350178.87911893
2021-10-10,Algeria,83520187.49444889
2021-10-10,Azerbaijan,29899699.529265475
2021-10-10,Libya,9260886.57962519
2021-10-10,LNG,149587792.86792788
2021-10-10,Morocco,15373130.384581223
2021-10-10,Norway,235649822.18669507
2021-10-10,Russia,356688357.52731144
2021-10-10,United Kingdom,44752945.110578194
2021-10-11,Algeria,82899557.77600142
2021-10-11,Azerbaijan,29220668.354205523
2021-10-11,Libya,9744153.921307398
2021-10-11,LNG,167228490.86952662
2021-10-11,Morocco,20263500.044408917
2021-10-11,Norway,235432966.28474998
2021-10-11,Russia,359787933.05542237
2021-10-11,United Kingdom,33988048.53894662
2021-10-12,Algeria,83818270.71675992
2021-10-12,Azerbaijan,29471747.490896173
2021-10-12,Libya,9245275.068833822
2021-10-12,LNG,190737290.04352072
2021-10-12,Morocco,22852397.726263434
2021-10-12,Norway,236654610.35420552
2021-10-12,Russia,364650387.3336886
2021-10-12,United Kingdom,23525918.225419663
2021-10-13,Algeria,83774396.30517808
2021-10-13,Azerbaijan,29394540.012434497
2021-10-13,Libya,8775465.938360423
2021-10-13,LNG,215511137.161382
2021-10-13,Morocco,22939245.67013056
2021-10-13,Norway,238221543.92041922
2021-10-13,Russia,361112310.06306064
2021-10-13,United Kingdom,30280855.564437337
2021-10-14,Algeria,84010713.02957633
2021-10-14,Azerbaijan,29387146.194155782
2021-10-14,Libya,9758266.00941469
2021-10-14,LNG,214767048.82316366
2021-10-14,Morocco,21401829.292121857
2021-10-14,Norway,238712630.32240874
2021-10-14,Russia,356927319.30011547
2021-10-14,United Kingdom,57785172.01350031
2021-10-15,Algeria,83852919.26458833
2021-10-15,Azerbaijan,29334543.121058702
2021-10-15,Libya,12462020.605737632
2021-10-15,LNG,254954777.99982235
2021-10-15,Morocco,15862167.332800426
2021-10-15,Norway,239084155.29798383
2021-10-15,Russia,356281996.42952305
2021-10-15,United Kingdom,47094659.16155964
2021-10-16,Algeria,82773875.21094236
2021-10-16,Azerbaijan,29384892.97450928
2021-10-16,Libya,9746017.85238476
2021-10-16,LNG,237755001.64312994
2021-10-16,Morocco,9661840.305533351
2021-10-16,Norway,241088651.09938717
2021-10-16,Russia,353575750.31530327
2021-10-16,United Kingdom,42814040.60751399
2021-10-17,Algeria,81555088.64019895
2021-10-17,Azerbaijan,29422897.94830802
2021-10-17,Libya,9746403.765876189
2021-10-17,LNG,228227521.9824141
2021-10-17,Morocco,7636420.818900435
2021-10-17,Norway,241034361.15107915
2021-10-17,Russia,354662071.2851941
2021-10-17,United Kingdom,53601333.72413181
2021-10-18,Algeria,81706281.28608224
2021-10-18,Azerbaijan,29443695.088373743
2021-10-18,Libya,10237824.229505284
2021-10-18,LNG,280976373.07043254
2021-10-18,Morocco,7741879.11892708
2021-10-18,Norway,241187282.72493115
2021-10-18,Russia,357179274.0740741
2021-10-18,United Kingdom,59538876.48991917
2021-10-19,Algeria,81858402.87769784
2021-10-19,Azerbaijan,29914888.622435383
2021-10-19,Libya,9253774.313882228
2021-10-19,LNG,239940817.53264058
2021-10-19,Morocco,7651929.389821476
2021-10-19,Norway,239951564.9258371
2021-10-19,Russia,359932789.3942624
2021-10-19,United Kingdom,70184393.62287948
2021-10-20,Algeria,79909844.3023359
2021-10-20,Azerbaijan,29828403.76587619
2021-10-20,Libya,9270338.84003908
2021-10-20,LNG,227995261.0533795
2021-10-20,Morocco,7747048.6721733725
2021-10-20,Norway,241173245.13722354
2021-10-20,Russia,352843976.39221954
2021-10-20,United Kingdom,62770996.76703082
2021-10-21,Algeria,81274610.53379518
2021-10-21,Azerbaijan,29810633.09352518
2021-10-21,Libya,9279096.722621905
2021-10-21,LNG,238061655.34239274
2021-10-21,Morocco,7362436.006750155
2021-10-21,Norway,218226368.61177725
2021-10-21,Russia,360734639.0976108
2021-10-21,United Kingdom,58402663.72679634
2021-10-22,Algeria,80624503.24185096
2021-10-22,Azerbaijan,29777302.602362555
2021-10-22,Libya,10243387.423394617
2021-10-22,LNG,236142613.207212
2021-10-22,Morocco,7351063.060662581
2021-10-22,Norway,214398061.17772448
2021-10-22,Russia,353293309.65272224
2021-10-22,United Kingdom,44614723.53672618
2021-10-23,Algeria,79609120.70343724
2021-10-23,Azerbaijan,29408824.14068745
2021-10-23,Libya,4890710.720312638
2021-10-23,LNG,199418159.7299938
2021-10-23,Morocco,6250988.364863665
2021-10-23,Norway,240789171.82698286
2021-10-23,Russia,342649878.5602629
2021-10-23,United Kingdom,42034581.43707256
2021-10-24,Algeria,80998355.44897415
2021-10-24,Azerbaijan,29382153.74367173
2021-10-24,Libya,7331593.214317435
2021-10-24,LNG,195070047.33102405
2021-10-24,Morocco,6848585.398347988
2021-10-24,Norway,236955025.68611777
2021-10-24,Russia,346563155.3805845
2021-10-24,United Kingdom,43453414.69935163
2021-10-25,Algeria,81956037.74757971
2021-10-25,Azerbaijan,29375796.607158717
2021-10-25,Libya,10242623.50119904
2021-10-25,LNG,240204783.55981877
2021-10-25,Morocco,7679844.835242917
2021-10-25,Norway,237004672.78621548
2021-10-25,Russia,346358569.67759126
2021-10-25,United Kingdom,60753278.34621192
2021-10-26,Algeria,79855637.80087042
2021-10-26,Azerbaijan,30501130.473399054
2021-10-26,Libya,10246794.91961986
2021-10-26,LNG,248032958.00692776
2021-10-26,Morocco,9137650.5906386
2021-10-26,Norway,235361883.93907097
2021-10-26,Russia,361402038.93773866
2021-10-26,United Kingdom,59424751.985078596
2021-10-27,Algeria,79026047.60635936
2021-10-27,Azerbaijan,30327596.855848655
2021-10-27,Libya,9271963.49586997
2021-10-27,LNG,255373097.07789323
2021-10-27,Morocco,7817354.116706635
2021-10-27,Norway,239760701.0125233
2021-10-27,Russia,366838978.2041034
2021-10-27,United Kingdom,60157191.68665067
2021-10-28,Algeria,78595525.71276313
2021-10-28,Azerbaijan,29066383.24895639
2021-10-28,Libya,8775774.047428723
